Age,Gender,Country,IncomeUSD,YearsVaped,PodsPerWeek,NicotineStrength_mgml,PurchaseChannel,FlavourFamilies,SweetLike,MentholLike,NewFlavourFreq,SmartwatchDaily,MoodMatchInterest,BoredOfFlavoursPain,NicDependencePain,MoodFitPain,PreferredPackSize,MaxMonthlySpendUSD,SubscribeLikelihood
22,Male,FR,1006,1.5,6.1,12.2,Online-direct,"Dessert,Fruity,Other",5,3,4,1,5,3,2,5,6,57.77,10.0
28,Female,FR,1967,2.4,5.0,11.7,Retail shop,"Spice,Beverage",3,1,5,1,3,5,1,2,6,62.56,3.0
22,Male,GB,1172,2.3,4.6,19.7,Vape lounge,"Other,Fruity",4,5,1,1,5,1,3,5,6,62.34,10.0
34,Female,FR,2942,8.2,11.5,27.9,Online-direct,Other,3,3,3,0,3,2,4,2,10,81.97,10.0
24,Female,FR,2471,1.3,5.7,13.1,Vape lounge,"Other,Beverage",3,2,3,0,2,3,2,1,6,63.61,8.0
47,Male,CA,4274,12.9,17.2,26.4,Vape lounge,Tobacco,4,5,5,0,5,4,4,3,15+,131.29,9.0
40,Male,IN,2349,1.1,3.4,4.9,Online-direct,"Spice,Beverage",3,2,4,0,4,5,1,3,3,37.25,6.0
32,Female,CA,2307,0.3,2.5,11.6,Online-direct,"Fruity,Menthol/Fresh",4,5,3,0,1,2,2,1,3,41.54,7.0
38,Female,US,2026,0.6,1.4,4.1,Online-direct,"Spice,Fruity",3,4,3,1,5,2,1,3,3,36.6,9.0
39,Female,AU,2017,1.7,5.7,13.3,Online-direct,Menthol/Fresh,1,5,3,1,4,3,1,3,6,52.81,6.0
25,Male,AE,2621,3.1,5.5,20.9,Online-direct,"Fruity,Dessert",5,1,1,1,3,2,1,2,6,67.31,9.0
23,Male,IN,1898,2.2,4.7,7.2,Retail shop,"Spice,Beverage",5,2,5,1,4,5,1,5,6,45.34,3.0
31,Prefer not to say,AE,1659,1.4,7.0,12.5,Vape lounge,"Tobacco,Menthol/Fresh",2,5,5,0,5,5,1,3,6,66.17,6.0
37,Male,PH,2377,2.5,6.4,11.9,Friends,Menthol/Fresh,4,5,1,0,4,1,1,5,6,53.08,9.0
31,Male,CA,2237,5.5,9.0,10.7,Retail shop,Dessert,4,4,3,0,2,4,1,3,10,75.18,6.0
18,Male,DE,2615,5.5,9.7,24.0,Friends,Spice,5,3,1,0,3,2,1,3,10,92.03,5.0
24,Female,AE,1744,3.9,9.0,20.4,Online-direct,"Spice,Dessert",5,4,3,0,4,2,3,3,10,101.54,9.0
29,Female,DE,1338,9.1,9.7,28.7,Online-direct,"Fruity,Menthol/Fresh",3,4,5,1,3,4,3,4,10,81.48,8.0
29,Male,GB,2477,2.7,4.9,9.9,Online-direct,"Beverage,Fruity,Dessert",5,2,5,1,3,5,1,3,6,66.55,10.0
46,Male,IN,3042,0.1,2.8,3.9,Online-direct,"Menthol/Fresh,Tobacco",5,5,4,0,2,4,1,1,3,51.05,3.0
19,Male,GB,1921,1.0,2.5,17.2,Retail shop,"Tobacco,Menthol/Fresh",3,4,5,0,4,5,1,3,3,17.94,4.0
34,Male,AU,2323,1.2,3.8,12.0,Online-direct,Beverage,3,5,4,0,3,3,1,3,3,38.45,10.0
42,Male,GB,4005,2.4,3.1,10.8,Online-direct,Spice,2,5,3,0,3,2,2,4,3,59.02,9.0
48,Prefer not to say,DE,2611,7.1,11.5,28.9,Vape lounge,Menthol/Fresh,4,5,4,1,5,4,3,5,10,86.68,10.0
27,Male,FR,2170,5.5,7.7,18.5,Other,"Spice,Beverage",4,4,4,1,4,5,1,4,10,72.36,5.0
34,Male,CA,1022,0.8,4.1,18.6,Online-direct,"Dessert,Beverage",4,1,4,1,5,3,3,5,6,69.09,10.0
35,Female,GB,2235,2.2,5.3,12.2,Online-direct,"Beverage,Menthol/Fresh",2,5,4,1,3,5,1,3,6,60.62,3.0
32,Male,AU,1848,3.2,7.0,13.4,Online-direct,Other,3,4,4,0,1,4,2,1,6,60.66,5.0
29,Male,IN,1147,13.1,12.4,20.6,Online-direct,"Menthol/Fresh,Tobacco",3,5,3,1,3,2,2,2,15+,94.55,10.0
33,Male,SG,2711,0.1,3.8,17.2,Retail shop,"Dessert,Fruity",4,2,5,0,3,5,3,4,3,55.53,9.0
18,Male,AU,1702,1.9,4.5,14.8,Retail shop,"Menthol/Fresh,Dessert",4,5,2,1,3,2,1,2,6,50.86,10.0
35,Female,CA,1940,13.3,16.9,29.2,Online-direct,Other,2,4,4,1,4,3,2,3,15+,105.12,3.0
31,Male,AE,1618,11.3,12.5,9.5,Online-direct,"Dessert,Spice",5,4,4,0,2,5,1,1,15+,127.2,2.0
28,Male,US,2544,1.2,4.8,5.4,Online-direct,"Spice,Other",1,5,2,0,3,1,2,2,6,65.14,7.0
46,Female,IN,3152,0.1,5.0,4.2,Other,"Tobacco,Menthol/Fresh",5,5,3,0,4,2,1,5,6,67.13,9.0
25,Female,DE,1291,2.7,6.0,14.1,Online-direct,Other,3,2,3,1,3,2,1,2,6,56.49,6.0
27,Male,US,1510,6.1,8.0,11.0,Friends,"Menthol/Fresh,Dessert,Other",5,4,5,1,5,5,1,5,10,67.77,6.0
46,Male,AU,2734,1.2,3.2,21.6,Online-direct,Tobacco,5,2,4,0,1,5,3,1,3,46.76,1.0
23,Non-binary/Other,AU,1362,8.2,12.1,22.0,Online-direct,"Tobacco,Other,Menthol/Fresh",3,4,3,1,3,3,3,4,15+,79.89,4.0
26,Male,AU,2786,1.2,5.1,16.2,Online-direct,"Other,Menthol/Fresh,Tobacco",4,5,5,1,5,5,3,3,6,75.14,8.0
29,Female,US,2174,2.8,6.3,10.9,Vape lounge,"Beverage,Fruity",4,3,3,1,5,3,1,3,6,46.11,9.0
37,Female,GB,2693,3.8,6.7,11.1,Online-direct,"Dessert,Spice",5,1,4,0,2,4,1,3,6,62.73,6.0
32,Female,CA,1494,1.3,4.6,22.4,Vape lounge,"Beverage,Fruity,Menthol/Fresh",1,4,3,0,2,4,1,3,6,44.76,3.0
20,Male,IN,1409,1.3,4.2,23.1,Online-direct,"Other,Dessert",5,3,2,0,1,3,3,1,6,74.06,4.0
26,Male,CA,2074,1.9,4.3,16.4,Online-direct,"Beverage,Dessert",5,5,4,1,5,3,2,4,6,65.6,10.0
25,Female,IN,2227,5.4,9.5,9.3,Online-direct,"Menthol/Fresh,Spice,Fruity",3,5,3,1,3,2,1,1,10,74.71,8.0
29,Male,IN,2460,0.3,3.8,11.7,Retail shop,"Spice,Fruity,Other",5,1,3,0,3,3,1,2,3,37.28,6.0
33,Male,AE,2016,3.0,7.9,19.5,Vape lounge,Other,5,5,3,1,4,4,3,2,10,68.58,10.0
33,Male,AU,3135,3.4,8.1,17.0,Online-direct,"Beverage,Spice,Fruity",3,3,4,1,4,4,3,2,10,83.08,7.0
18,Male,SG,1827,2.4,5.8,5.2,Online-direct,"Other,Beverage,Spice",1,4,2,1,3,3,2,4,6,44.85,4.0
39,Non-binary/Other,PH,2352,8.2,12.1,31.3,Retail shop,Tobacco,3,3,3,0,4,3,4,3,15+,107.66,8.0
32,Male,CA,1965,2.8,4.4,10.2,Online-direct,"Other,Beverage",2,5,3,0,4,4,1,3,6,57.11,4.0
41,Non-binary/Other,AE,2731,3.0,5.9,9.2,Retail shop,Dessert,5,3,2,0,2,3,2,2,6,68.12,4.0
34,Male,AU,2962,2.7,6.2,16.0,Online-direct,Fruity,5,2,2,1,4,3,1,2,6,72.26,9.0
39,Male,FR,2185,3.8,4.4,20.3,Vape lounge,"Beverage,Menthol/Fresh",3,5,4,1,5,3,3,5,6,56.99,10.0
34,Male,FR,3271,0.4,4.0,16.6,Vape lounge,"Beverage,Other",3,3,5,0,3,5,1,4,3,61.85,2.0
41,Female,GB,2724,6.7,8.3,11.7,Online-direct,"Tobacco,Spice",2,2,4,0,3,5,1,4,10,92.77,6.0
34,Female,US,2152,0.1,1.8,4.4,Online-direct,"Other,Dessert",5,3,2,0,5,3,1,3,3,30.56,10.0
29,Male,FR,2082,3.1,5.3,4.3,Online-direct,"Menthol/Fresh,Tobacco",3,5,4,0,3,3,1,1,6,50.75,4.0
48,Female,DE,2062,2.9,5.9,14.4,Online-direct,Dessert,5,3,4,1,5,3,1,5,6,69.74,10.0
37,Male,AU,2933,0.7,1.7,9.3,Online-direct,"Other,Beverage",3,5,2,1,5,3,1,3,3,48.01,9.0
35,Female,PH,1552,0.1,4.4,17.0,Online-direct,"Spice,Menthol/Fresh",5,5,2,1,4,3,3,5,6,39.23,6.0
20,Prefer not to say,SG,926,0.4,3.7,10.3,Vape lounge,Dessert,5,4,5,0,1,4,2,1,3,32.24,3.0
20,Female,AU,1330,1.0,6.9,21.8,Vape lounge,Tobacco,2,1,3,1,4,4,2,5,6,54.68,9.0
32,Non-binary/Other,FR,1544,6.4,9.9,23.2,Online-direct,"Beverage,Other",2,4,3,1,4,4,2,2,10,65.23,1.0
31,Male,PH,3000,5.8,9.7,16.1,Retail shop,"Fruity,Tobacco,Menthol/Fresh",1,5,3,0,1,3,1,2,10,71.85,1.0
25,Male,SG,1355,0.2,1.9,13.9,Retail shop,Beverage,3,4,1,1,5,2,2,5,3,33.16,6.0
31,Male,GB,2537,1.0,2.2,18.8,Online-direct,Fruity,1,3,4,0,5,4,3,4,3,34.53,8.0
43,Male,GB,2427,6.6,10.5,15.7,Online-direct,"Spice,Dessert",5,4,3,1,5,2,2,4,10,72.61,9.0
36,Female,AE,2240,0.8,2.2,11.1,Online-direct,"Other,Beverage,Dessert",4,4,4,1,3,3,1,1,3,48.34,10.0
21,Male,SG,2340,16.5,20.0,28.8,Retail shop,"Other,Beverage",3,3,5,0,2,5,4,2,15+,94.03,0.0
29,Female,SG,702,0.9,6.5,14.7,Online-direct,Dessert,4,2,2,0,3,2,1,2,6,44.68,9.0
24,Male,DE,1871,4.0,8.4,22.4,Retail shop,Tobacco,3,3,2,1,4,3,3,4,10,58.11,5.0
27,Male,SG,1983,1.6,5.5,19.9,Vape lounge,Dessert,5,4,5,1,4,5,2,4,6,52.81,6.0
27,Female,FR,1087,0.4,3.8,15.8,Retail shop,Dessert,5,5,3,1,4,3,3,5,3,20.75,9.0
26,Male,DE,1611,0.9,3.3,15.1,Other,Beverage,4,3,5,0,2,5,3,1,3,35.64,2.0
20,Female,SG,1553,3.4,6.2,13.4,Retail shop,"Beverage,Spice",4,4,3,0,2,2,2,2,6,58.08,5.0
29,Male,CA,1512,1.2,3.4,15.1,Online-direct,"Other,Dessert,Tobacco",4,4,3,1,5,2,1,5,3,28.68,9.0
26,Female,AE,2320,2.8,3.8,7.4,Vape lounge,"Menthol/Fresh,Fruity",3,4,4,0,5,5,1,3,3,43.19,10.0
18,Male,AE,1515,0.7,3.8,26.2,Online-direct,"Dessert,Tobacco",5,2,2,0,4,2,4,3,3,38.37,10.0
46,Male,CA,2817,1.8,6.5,23.3,Other,"Dessert,Fruity",5,4,3,1,3,2,3,3,6,64.22,8.0
39,Female,DE,2165,2.2,3.3,18.1,Online-direct,"Menthol/Fresh,Other",1,5,3,0,4,4,2,3,3,40.0,6.0
27,Female,GB,1535,1.6,6.7,18.7,Other,Dessert,5,5,1,1,5,2,2,5,6,35.53,10.0
30,Male,CA,1826,0.7,5.5,17.5,Online-direct,Fruity,3,5,3,1,3,4,2,3,6,70.27,4.0
21,Male,AU,834,1.9,5.5,7.0,Online-direct,"Spice,Dessert",5,3,3,1,3,3,1,2,6,51.66,6.0
44,Male,US,4311,3.5,7.1,10.8,Online-direct,"Beverage,Menthol/Fresh",4,4,2,0,4,1,1,5,10,118.24,10.0
45,Male,PH,2935,10.0,12.7,17.0,Online-direct,"Tobacco,Other,Spice",1,3,1,1,3,1,2,2,15+,125.17,10.0
31,Female,GB,2279,4.7,7.8,18.1,Retail shop,"Fruity,Other",3,1,4,1,4,4,2,5,10,70.84,8.0
38,Female,GB,2761,0.5,2.8,11.4,Online-direct,"Spice,Menthol/Fresh",3,5,3,0,1,2,1,1,3,41.97,5.0
31,Male,IN,1976,1.0,4.0,18.1,Retail shop,Fruity,3,2,3,0,5,2,1,3,3,33.1,5.0
19,Male,GB,634,0.2,3.4,8.6,Retail shop,"Spice,Beverage",2,5,2,1,4,1,1,3,3,17.23,6.0
27,Female,AE,2022,0.4,6.2,21.3,Retail shop,"Spice,Menthol/Fresh,Other",3,5,2,0,1,2,1,1,6,48.89,6.0
31,Male,GB,2547,0.9,4.7,10.6,Vape lounge,"Beverage,Other",4,3,2,0,1,1,2,1,6,48.84,9.0
26,Female,AU,2044,0.7,3.4,11.3,Online-direct,"Beverage,Dessert",5,3,1,0,4,1,1,4,3,54.59,10.0
28,Male,GB,1913,0.7,3.6,18.1,Online-direct,"Tobacco,Spice,Other",4,4,4,0,1,4,3,2,3,47.53,1.0
29,Female,SG,1395,0.8,2.7,15.2,Online-direct,Menthol/Fresh,4,5,5,1,4,5,1,3,3,20.17,4.0
29,Male,AE,1929,1.1,3.3,7.0,Online-direct,"Beverage,Spice,Fruity",5,3,4,0,2,3,1,2,3,38.23,4.0
30,Female,CA,1176,0.4,4.8,20.1,Online-direct,Beverage,3,5,4,0,1,4,1,2,6,55.24,1.0
22,Male,CA,1609,1.0,3.3,13.7,Other,"Menthol/Fresh,Tobacco",2,5,2,0,3,2,1,2,3,39.07,6.0
24,Male,FR,2241,3.5,5.6,4.9,Online-direct,"Dessert,Beverage",4,5,3,1,5,4,1,5,6,52.97,8.0
20,Female,US,1604,0.8,2.9,8.7,Online-direct,Tobacco,2,1,2,0,2,1,1,1,3,38.53,8.0
38,Male,US,2837,0.6,2.5,10.5,Vape lounge,"Menthol/Fresh,Other,Tobacco",2,5,5,0,3,4,2,1,3,50.6,5.0
18,Male,SG,2213,0.2,4.9,9.1,Friends,Other,5,4,2,0,1,2,2,1,6,45.61,7.0
39,Male,US,4009,2.1,5.3,22.0,Other,Tobacco,2,4,3,1,4,2,2,2,6,63.49,10.0
41,Male,GB,2645,5.5,8.1,16.2,Vape lounge,Beverage,1,3,2,1,5,1,1,4,10,90.9,10.0
28,Female,CA,2217,0.2,3.2,15.5,Online-direct,"Fruity,Beverage,Dessert",5,3,2,0,4,1,1,5,3,37.5,9.0
18,Female,GB,200,2.3,5.6,16.6,Online-direct,Tobacco,2,5,4,0,3,4,3,1,6,24.24,4.0
27,Male,IN,1056,3.2,5.1,18.6,Retail shop,"Dessert,Other",4,3,2,1,3,2,2,3,6,45.86,8.0
29,Female,FR,2149,2.7,3.6,22.0,Online-direct,"Fruity,Beverage,Menthol/Fresh",3,4,1,1,5,1,3,4,3,27.84,10.0
22,Male,CA,786,6.3,11.3,24.7,Online-direct,Dessert,5,4,5,1,4,4,1,4,10,55.25,6.0
26,Female,US,2348,6.0,10.5,29.2,Friends,Dessert,4,3,2,0,2,1,4,1,10,84.49,10.0
42,Male,PH,3331,0.2,3.8,17.3,Online-direct,Dessert,4,3,4,0,2,4,3,1,3,46.31,4.0
35,Male,GB,2940,1.3,5.7,16.4,Online-direct,"Dessert,Menthol/Fresh",5,5,5,0,3,5,2,1,6,79.79,6.0
23,Male,AU,1464,3.3,9.2,20.8,Retail shop,Beverage,2,4,4,0,2,3,3,1,10,46.51,4.0
18,Male,PH,528,9.1,11.3,8.2,Online-direct,"Spice,Fruity",3,4,2,0,1,3,2,1,10,56.1,1.0
27,Male,AU,1709,4.9,6.2,13.9,Online-direct,"Spice,Dessert,Tobacco",4,5,2,0,3,1,1,4,6,54.67,8.0
28,Male,IN,1810,0.6,4.6,13.9,Friends,"Other,Menthol/Fresh",4,4,2,0,3,1,2,1,6,59.76,6.0
34,Female,US,2014,1.0,1.8,14.0,Vape lounge,"Spice,Fruity",4,3,4,1,3,3,1,3,3,50.77,7.0
26,Male,GB,2614,4.3,7.4,17.3,Online-direct,"Tobacco,Spice,Other",2,5,2,0,3,3,1,4,10,73.71,7.0
34,Non-binary/Other,GB,2957,1.9,4.5,16.2,Online-direct,Tobacco,5,4,1,1,4,1,2,3,6,58.45,10.0
45,Male,AU,2536,2.4,6.4,9.8,Retail shop,"Dessert,Beverage",5,2,3,0,2,3,1,2,6,58.43,9.0
37,Female,GB,1205,2.8,5.1,7.2,Retail shop,Dessert,5,2,4,0,4,4,1,5,6,44.87,8.0
30,Female,IN,3003,0.3,5.1,9.2,Retail shop,"Spice,Tobacco",4,5,3,0,4,4,1,3,6,64.28,5.0
29,Female,AE,1525,5.8,7.7,25.6,Retail shop,"Fruity,Dessert",5,4,3,0,3,3,3,4,10,72.84,7.0
27,Female,AE,2704,6.0,10.1,13.8,Retail shop,Fruity,4,5,3,1,3,2,1,2,10,81.43,6.0
39,Female,AU,3264,1.9,3.9,10.0,Vape lounge,"Dessert,Beverage,Spice",4,5,3,1,4,2,2,5,3,53.27,5.0
25,Male,US,1725,3.0,6.8,17.3,Retail shop,Dessert,4,1,5,1,4,5,3,2,6,52.95,6.0
30,Female,AU,2459,3.2,4.7,6.7,Online-direct,"Dessert,Spice",5,5,4,1,5,4,1,5,6,65.58,9.0
30,Male,DE,1169,0.6,3.6,9.2,Vape lounge,"Beverage,Fruity",2,4,3,1,4,3,1,4,3,25.82,7.0
26,Male,GB,2316,0.4,5.4,18.8,Online-direct,"Beverage,Dessert",5,5,1,1,5,2,2,5,6,46.06,10.0
19,Male,GB,2488,0.1,3.3,11.1,Friends,Fruity,5,4,5,1,5,4,1,4,3,48.58,7.0
33,Female,AE,1436,7.3,12.1,30.5,Vape lounge,"Dessert,Menthol/Fresh",4,5,4,1,3,5,3,4,15+,81.01,5.0
30,Male,PH,2415,1.3,4.3,5.8,Online-direct,Dessert,5,4,2,0,3,1,1,1,6,68.18,5.0
34,Male,AU,2157,0.3,2.5,10.8,Retail shop,"Beverage,Tobacco,Other",3,3,4,0,2,3,1,1,3,37.49,5.0
26,Male,US,1992,1.9,5.2,13.0,Online-direct,Beverage,3,5,3,1,4,2,1,5,6,45.13,8.0
40,Prefer not to say,AE,3399,0.2,4.1,14.1,Other,Spice,4,4,2,1,4,1,1,5,6,70.91,10.0
23,Male,AU,1602,0.3,1.0,4.9,Online-direct,"Fruity,Spice",3,1,4,1,4,4,1,4,3,42.93,6.0
44,Male,CA,4240,2.0,5.8,12.9,Online-direct,"Spice,Other",4,4,3,1,3,3,1,3,6,94.04,4.0
18,Male,US,960,2.1,3.7,17.6,Online-direct,Other,4,1,5,0,1,5,1,1,3,33.98,4.0
33,Non-binary/Other,US,2681,2.6,3.8,12.5,Online-direct,Menthol/Fresh,1,5,1,0,2,2,1,1,3,63.63,10.0
34,Non-binary/Other,SG,2763,3.2,7.0,11.7,Retail shop,Fruity,1,3,5,0,4,5,1,5,6,44.7,5.0
24,Female,PH,1859,3.3,8.3,28.7,Online-direct,"Dessert,Tobacco",4,5,2,0,2,1,3,1,10,72.11,6.0
33,Female,IN,1776,1.7,5.0,15.2,Online-direct,"Beverage,Tobacco,Spice",4,1,1,0,2,1,3,2,6,36.1,9.0
40,Male,US,3241,3.1,4.1,17.2,Online-direct,Dessert,4,3,4,0,1,5,3,1,6,74.84,4.0
18,Non-binary/Other,SG,619,1.1,3.1,16.9,Vape lounge,Dessert,5,2,4,1,4,3,2,3,3,35.23,7.0
34,Male,GB,2414,1.7,4.1,13.7,Online-direct,Other,1,4,2,1,4,2,1,3,6,62.88,10.0
18,Male,AU,916,1.5,4.8,10.9,Online-direct,"Tobacco,Beverage,Dessert",5,3,5,1,3,5,2,1,6,57.2,2.0
22,Male,FR,1862,1.2,4.1,15.1,Online-direct,"Other,Beverage",1,4,4,0,2,3,3,2,6,65.68,5.0
43,Male,FR,2714,0.8,4.5,11.0,Retail shop,"Other,Dessert,Beverage",5,3,3,1,4,2,2,2,6,77.08,10.0
25,Female,PH,2070,0.2,4.7,16.6,Vape lounge,"Spice,Beverage",2,1,3,1,3,4,3,2,6,46.21,4.0
21,Male,GB,807,2.1,5.6,14.8,Retail shop,"Menthol/Fresh,Dessert,Other",5,4,4,0,4,5,1,2,6,53.04,3.0
28,Non-binary/Other,US,1300,2.3,6.6,21.7,Online-direct,"Tobacco,Beverage,Spice",5,5,4,0,5,5,1,5,6,43.68,3.0
47,Male,GB,2625,1.2,3.8,8.1,Retail shop,Fruity,1,4,4,0,3,3,2,2,3,47.77,9.0
18,Male,SG,1871,11.2,19.1,32.7,Online-direct,"Dessert,Tobacco",5,4,3,0,3,4,2,4,15+,112.02,6.0
22,Male,CA,1190,2.4,6.2,19.3,Online-direct,"Tobacco,Dessert",5,2,4,0,4,4,2,2,6,35.85,8.0
42,Female,IN,2291,6.6,10.6,19.4,Online-direct,Fruity,3,1,4,0,1,5,2,1,10,78.87,5.0
45,Female,DE,2490,2.5,8.1,21.8,Online-direct,"Fruity,Dessert",5,1,4,0,2,4,3,2,10,79.81,3.0
29,Male,IN,2146,0.6,3.7,15.8,Online-direct,"Beverage,Other,Tobacco",3,3,5,0,4,5,1,5,3,61.93,7.0
20,Male,US,1121,11.0,13.0,26.3,Retail shop,"Other,Dessert,Beverage",4,3,4,1,3,3,2,1,15+,89.43,7.0
47,Male,GB,4475,6.5,11.5,24.5,Friends,"Fruity,Dessert,Tobacco",5,2,5,0,5,5,2,5,10,102.95,6.0
43,Female,IN,4389,1.9,6.9,17.2,Online-direct,"Beverage,Other,Fruity",3,3,4,0,2,3,3,1,6,81.42,9.0
35,Prefer not to say,AU,2712,0.8,4.0,11.0,Online-direct,"Other,Beverage",3,3,1,0,4,1,1,4,3,62.34,10.0
24,Male,IN,1384,0.8,6.4,13.4,Online-direct,Beverage,5,4,3,0,5,3,1,3,6,53.34,8.0
30,Female,SG,3591,4.9,7.8,16.7,Online-direct,"Other,Fruity",3,5,4,1,4,3,1,5,10,89.31,6.0
29,Male,IN,1286,0.2,4.6,18.8,Friends,"Fruity,Tobacco",4,4,3,0,2,3,3,2,6,49.46,1.0
33,Male,AU,2312,3.0,8.3,21.5,Other,Spice,5,1,5,1,4,5,1,5,10,88.88,4.0
42,Non-binary/Other,DE,3036,3.1,6.2,21.2,Online-direct,"Dessert,Beverage",5,4,4,1,3,5,1,4,6,83.98,4.0
37,Male,DE,2887,0.6,4.3,19.8,Online-direct,"Beverage,Fruity",4,1,5,0,1,5,1,1,6,62.55,3.0
21,Male,AU,768,3.7,8.2,17.1,Retail shop,"Other,Spice",3,4,3,1,4,3,3,5,10,75.29,9.0
41,Male,GB,2174,3.7,6.2,26.0,Online-direct,Spice,2,3,5,0,3,4,2,4,6,68.66,4.0
33,Male,CA,1774,1.3,3.1,12.6,Retail shop,"Tobacco,Beverage,Other",4,3,4,0,2,3,1,1,3,41.06,3.0
35,Female,US,3652,2.0,7.0,14.5,Vape lounge,Menthol/Fresh,5,5,3,0,2,2,1,2,6,61.19,7.0
42,Female,PH,2028,5.4,8.9,20.6,Vape lounge,"Other,Fruity",1,3,3,1,4,2,1,2,10,67.7,10.0
21,Female,FR,1739,2.2,4.4,16.8,Retail shop,Spice,4,5,5,0,2,4,1,2,6,64.35,2.0
30,Male,GB,900,2.9,6.0,12.3,Online-direct,"Beverage,Tobacco",1,2,5,0,2,5,1,3,6,53.06,3.0
26,Male,IN,788,1.6,5.4,14.6,Online-direct,Dessert,5,2,1,0,3,2,1,4,6,42.51,9.0
18,Male,FR,636,0.5,1.1,8.9,Other,Other,4,5,3,1,4,4,2,5,3,32.76,3.0
33,Male,FR,1598,18.7,20.0,30.7,Online-direct,"Tobacco,Other,Menthol/Fresh",3,4,5,0,3,5,4,3,15+,103.74,5.0
50,Prefer not to say,AU,4596,2.3,5.9,19.9,Online-direct,"Beverage,Spice,Other",3,1,1,0,2,1,1,3,6,84.31,6.0
18,Female,AE,1398,1.2,6.7,15.4,Online-direct,"Fruity,Tobacco",2,3,5,0,3,5,2,2,6,72.2,4.0
30,Male,CA,2754,3.8,6.5,19.4,Online-direct,Dessert,5,5,3,0,4,3,3,4,6,48.75,6.0
35,Female,CA,1830,2.9,8.0,11.1,Online-direct,"Menthol/Fresh,Tobacco",4,5,2,0,3,1,1,3,10,76.05,5.0
31,Female,AE,2487,0.8,3.7,18.1,Online-direct,Other,2,3,3,1,4,3,3,5,3,30.53,7.0
29,Male,US,2032,6.3,9.5,17.2,Vape lounge,"Dessert,Fruity",4,1,4,0,3,5,1,1,10,67.02,8.0
20,Female,AE,1352,0.2,3.6,11.2,Online-direct,Menthol/Fresh,2,5,5,0,5,5,1,4,3,36.72,5.0
32,Male,PH,1228,2.8,8.9,20.9,Retail shop,Beverage,3,3,2,1,3,2,3,1,10,53.47,5.0
24,Male,PH,1450,1.9,3.0,15.3,Friends,"Beverage,Tobacco",4,4,4,0,4,3,3,5,3,36.2,4.0
18,Male,AU,1542,1.1,4.8,14.2,Other,Menthol/Fresh,5,5,5,0,1,4,2,2,6,54.89,5.0
40,Male,IN,3078,5.3,8.4,14.0,Retail shop,"Dessert,Fruity",5,3,5,0,3,5,1,2,10,88.63,6.0
38,Male,FR,3126,3.2,6.2,13.8,Online-direct,Spice,4,4,3,0,1,4,1,1,6,87.87,2.0
30,Male,CA,3197,4.3,8.2,18.7,Online-direct,"Spice,Fruity",4,2,5,1,3,5,1,1,10,101.61,4.0
32,Male,CA,2045,1.6,6.3,18.7,Retail shop,Beverage,3,3,2,0,3,2,2,4,6,57.29,5.0
39,Female,AE,3249,8.6,12.4,18.3,Other,"Beverage,Fruity",3,4,4,0,3,4,2,2,15+,122.53,9.0
32,Prefer not to say,AE,2497,1.3,6.2,13.0,Online-direct,Beverage,4,5,4,0,3,3,1,1,6,63.31,7.0
37,Female,AE,2081,2.3,4.9,16.2,Retail shop,Fruity,2,5,4,0,3,5,3,2,6,48.6,5.0
28,Male,US,2029,8.1,11.0,20.6,Online-direct,Tobacco,3,3,3,0,4,2,1,2,10,75.01,10.0
40,Male,AE,2120,0.3,1.8,12.5,Online-direct,"Spice,Dessert",5,1,4,0,4,4,2,4,3,50.1,8.0
33,Male,IN,2471,0.3,6.3,3.2,Retail shop,Spice,4,5,4,1,3,5,1,3,6,66.7,6.0
32,Male,FR,2285,15.4,18.1,26.6,Online-direct,Other,3,3,2,0,4,1,2,3,15+,109.12,10.0
20,Male,GB,1167,10.7,13.3,27.6,Retail shop,"Menthol/Fresh,Tobacco",5,4,3,0,3,4,4,1,15+,114.39,5.0
32,Female,GB,2418,4.4,8.3,15.2,Online-direct,Menthol/Fresh,4,5,3,0,2,2,3,1,10,94.74,7.0
23,Female,IN,1532,2.0,6.7,19.1,Online-direct,Fruity,3,3,5,0,1,5,1,2,6,55.3,2.0
25,Female,SG,1728,2.1,4.1,8.1,Online-direct,"Dessert,Tobacco",5,4,5,0,5,4,2,3,6,40.06,10.0
23,Male,PH,2787,0.9,5.7,7.9,Online-direct,Spice,2,2,3,1,4,4,1,4,6,55.81,8.0
21,Male,GB,1640,1.7,4.2,16.3,Retail shop,"Beverage,Menthol/Fresh",1,5,4,1,4,5,3,5,6,60.33,9.0
47,Female,US,3934,1.7,6.8,16.5,Online-direct,Menthol/Fresh,5,5,4,0,2,5,2,3,6,85.7,7.0
41,Male,SG,2393,0.1,2.3,10.6,Friends,Other,4,5,5,1,3,5,2,4,3,39.87,1.0
45,Male,DE,3551,1.8,5.9,20.1,Online-direct,"Beverage,Tobacco",5,2,2,0,2,2,1,1,6,87.92,4.0
20,Male,US,904,2.0,5.1,13.5,Retail shop,"Beverage,Menthol/Fresh",5,5,4,0,4,4,1,3,6,50.51,5.0
31,Male,CA,1882,3.3,4.6,11.4,Online-direct,Beverage,3,4,3,0,3,3,1,3,6,65.79,6.0
20,Male,GB,754,2.2,3.1,9.4,Online-direct,"Menthol/Fresh,Spice",5,5,4,1,4,3,2,5,3,25.02,9.0
